UserID,realtionship_status,industry,genre,targeted_sex,average_runtime(minutes_per_week),airtime,airlocation,ratings,expensive,money_back_guarantee,netgain
UI_4771,Separated,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_5011,Married-civ-spouse,Pharma,Comedy,Male,26,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_13768,Divorced,Auto,Comedy,Female,35,Daytime,United-States,0.027464672000000002,Low,No,0
UI_3141,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,No,0
UI_5767,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,High,Yes,1
UI_13116,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_23327,Never-married,Entertainment,Other,Female,40,Morning,Puerto-Rico,0.027464672000000002,Low,Yes,0
UI_23616,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,1
UI_25626,Divorced,Auto,Comedy,Female,35,Primetime,United-States,0.027464672000000002,High,No,0
UI_4270,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_22608,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_10961,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_2119,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,High,No,1
UI_9817,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_18230,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.102233936,Low,No,0
UI_5892,Married-civ-spouse,Pharma,Infomercial,Male,65,Primetime,United-States,0.027464672000000002,High,No,0
UI_12805,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_14569,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_12147,Married-civ-spouse,Pharma,Comedy,Male,25,Daytime,United-States,0.027464672000000002,Low,Yes,1
UI_16096,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,Yes,0
UI_11094,Married-civ-spouse,Pharma,Comedy,Male,8,Daytime,United-States,0.003258026,Low,No,0
UI_14998,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,1
UI_11106,Separated,Auto,Comedy,Female,50,Primetime,United-States,0.027464672000000002,Low,No,0
UI_2797,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_7050,Married-civ-spouse,Other,Infomercial,Female,35,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_10927,Never-married,Auto,Infomercial,Male,40,Daytime,United-States,0.027464672000000002,Medium,No,0
UI_1187,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,1
UI_13300,Married-civ-spouse,Other,Comedy,Female,32,Primetime,United-States,0.027464672000000002,Medium,No,1
UI_8829,Married-civ-spouse,Pharma,Comedy,Male,50,Daytime,United-States,0.027464672000000002,Low,Yes,1
UI_812,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_10205,Never-married,Auto,Comedy,Female,28,Morning,United-States,0.027464672000000002,Low,No,0
UI_20513,Widowed,Auto,Comedy,Female,40,Daytime,United-States,0.027464672000000002,High,Yes,0
UI_20764,Never-married,Entertainment,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_14635,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_4575,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,No,0
UI_5191,Never-married,Auto,Comedy,Male,60,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_7179,Married-civ-spouse,ClassAction,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_25821,Divorced,ClassAction,Comedy,Female,40,Primetime,Iran,0.027464672000000002,High,No,0
UI_7086,Married-civ-spouse,Pharma,Comedy,Male,18,Daytime,United-States,0.027464672000000002,Low,No,0
UI_17236,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672000000002,Medium,No,0
UI_14790,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
UI_24771,Never-married,Auto,Comedy,Male,42,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_6915,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,Germany,0.027464672000000002,High,Yes,1
UI_10274,Married-civ-spouse,Pharma,Comedy,Male,48,Primetime,United-States,0.027464672000000002,Low,No,0
UI_12338,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_23926,Never-married,Entertainment,Infomercial,Female,48,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_16545,Widowed,Auto,Comedy,Male,50,Daytime,United-States,0.027464672000000002,Medium,No,0
UI_23878,Separated,Entertainment,Infomercial,Female,50,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_8986,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_10519,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_15310,Divorced,Auto,Comedy,Female,45,Primetime,United-States,0.027464672000000002,Low,No,0
UI_18710,Married-civ-spouse,Other,Comedy,Female,60,Primetime,United-States,0.027464672000000002,High,Yes,1
UI_10869,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,1
UI_996,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
UI_9751,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_987,Married-civ-spouse,Political,Comedy,Male,48,Morning,United-States,0.027464672000000002,High,No,1
UI_16055,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.102233936,High,Yes,1
UI_12167,Never-married,ClassAction,Comedy,Male,50,Morning,United-States,0.027464672000000002,High,No,0
UI_6034,Never-married,Auto,Comedy,Female,72,Primetime,England,0.027464672000000002,High,No,1
UI_9566,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_36,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672000000002,High,No,0
UI_13173,Married-civ-spouse,Pharma,Comedy,Male,15,Daytime,United-States,0.027464672000000002,High,Yes,0
UI_6382,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,1
UI_7108,Divorced,Auto,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,No,0
UI_17414,Divorced,Auto,Infomercial,Male,25,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_1471,Never-married,Political,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_21808,Married-civ-spouse,Pharma,Comedy,Male,50,Morning,United-States,0.027464672000000002,Medium,No,0
UI_25524,Never-married,Auto,Comedy,Male,50,Primetime,United-States,0.16443791800000002,Low,Yes,1
UI_22150,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_5503,Separated,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_10665,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_8417,Married-civ-spouse,Other,Infomercial,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_21907,Divorced,Auto,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_4892,Married-civ-spouse,ClassAction,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,No,0
UI_22258,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,No,0
UI_1174,Never-married,Auto,Comedy,Female,24,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_12052,Married-civ-spouse,ClassAction,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_18439,Never-married,Auto,Comedy,Male,30,Morning,United-States,0.027464672000000002,Medium,No,0
UI_11864,Never-married,Auto,Comedy,Female,35,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_23188,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_25198,Never-married,Political,Comedy,Male,38,Primetime,Cuba,0.027464672000000002,Low,Yes,0
UI_5930,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_19376,Widowed,Auto,Comedy,Male,13,Daytime,United-States,0.027464672000000002,High,No,0
UI_5898,Widowed,Entertainment,Direct,Female,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_14508,Separated,Auto,Infomercial,Male,35,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_3264,Married-civ-spouse,Pharma,Comedy,Male,24,Primetime,United-States,0.077823055,Medium,No,1
UI_8083,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
UI_13812,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
UI_19686,Never-married,Political,Comedy,Female,26,Morning,United-States,0.027464672000000002,Low,No,0
UI_4539,Married-civ-spouse,Other,Comedy,Female,45,Primetime,United-States,0.173579841,Low,No,1
UI_15134,Married-civ-spouse,Other,Infomercial,Female,35,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_10581,Married-civ-spouse,Pharma,Direct,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_480,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_1051,Never-married,Auto,Comedy,Male,45,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_12470,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_22555,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,International,0.027464672000000002,High,Yes,0
UI_3254,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,Italy,0.027464672000000002,High,No,0
UI_25600,Never-married,Entertainment,Comedy,Female,35,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_11839,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,Germany,0.027464672000000002,Low,Yes,0
UI_48,Married-civ-spouse,Other,Infomercial,Female,40,Daytime,United-States,0.027464672000000002,Low,No,0
UI_16662,Never-married,Political,Comedy,Female,6,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_23213,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,Yes,1
UI_14054,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_18154,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_3198,Never-married,Political,Comedy,Male,25,Morning,United-States,0.027464672000000002,High,No,1
UI_11543,Never-married,Entertainment,Infomercial,Female,40,Primetime,Haiti,0.027464672000000002,High,Yes,0
UI_9991,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672000000002,High,No,0
UI_21723,Never-married,Auto,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,High,No,0
UI_23104,Never-married,Auto,Comedy,Male,24,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_10858,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,Medium,No,0
UI_12003,Divorced,Auto,Comedy,Female,40,Morning,United-States,0.027464672000000002,High,Yes,0
UI_4294,Never-married,Auto,Comedy,Male,45,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_23059,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_8331,Married-civ-spouse,Pharma,Comedy,Male,50,Daytime,United-States,0.027464672000000002,High,No,0
UI_7028,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,1
UI_25506,Never-married,Political,Infomercial,Male,10,Morning,Trinadad&Tobago,0.027464672000000002,Low,Yes,0
UI_19996,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
UI_6555,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_8587,Married-civ-spouse,Pharma,Comedy,Male,50,Morning,United-States,0.027464672000000002,Medium,No,0
UI_12377,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,1
UI_18179,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,1
UI_128,Married-civ-spouse,Pharma,Comedy,Male,70,Primetime,United-States,0.027464672000000002,High,Yes,1
UI_6797,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_18839,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,No,0
UI_21295,Never-married,Auto,Comedy,Female,45,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_20378,Never-married,Auto,Comedy,Male,45,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_19091,Never-married,Political,Comedy,Female,12,Morning,United-States,0.027464672000000002,Medium,No,0
UI_14189,Married-civ-spouse,Political,Infomercial,Female,50,Morning,Nicaragua,0.027464672000000002,Low,No,0
UI_7869,Married-civ-spouse,Pharma,Comedy,Male,70,Primetime,United-States,0.057642745,Low,No,1
UI_22624,Married-civ-spouse,Pharma,Drama,Male,40,Primetime,Cambodia,0.027464672000000002,Low,Yes,1
UI_4750,Married-civ-spouse,Other,Other,Female,20,Primetime,Puerto-Rico,0.027464672000000002,Low,Yes,1
UI_18493,Separated,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_4218,Widowed,Auto,Comedy,Female,10,Daytime,United-States,0.027464672000000002,Medium,No,0
UI_7691,Never-married,Political,Comedy,Male,10,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_20221,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_12975,Married-civ-spouse,Other,Comedy,Female,35,Primetime,United-States,0.027464672000000002,High,No,0
UI_241,Married-civ-spouse,ClassAction,Comedy,Male,55,Morning,United-States,0.027464672000000002,High,No,0
UI_5663,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
UI_9225,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.09844101,Low,Yes,1
UI_19118,Never-married,Entertainment,Other,Male,40,Primetime,Puerto-Rico,0.027464672000000002,Low,No,0
UI_12316,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_21216,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.102233936,High,No,1
UI_2210,Never-married,Political,Comedy,Female,35,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_2148,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,1
UI_10300,Never-married,Political,Comedy,Male,55,Morning,United-States,0.027464672000000002,Low,No,0
UI_7581,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_20074,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
UI_24886,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_20049,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,International,0.027464672000000002,Low,Yes,0
UI_10747,Divorced,Auto,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_25912,Married-civ-spouse,Other,Comedy,Female,40,Morning,United-States,0.027464672000000002,High,No,0
UI_5541,Divorced,Political,Comedy,Male,35,Morning,United-States,0.027464672000000002,Low,No,0
UI_11253,Never-married,Auto,Comedy,Female,45,Morning,United-States,0.027464672000000002,Medium,No,0
UI_4903,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Medium,No,0
UI_15279,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_24066,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_12707,Separated,Entertainment,Comedy,Female,35,Daytime,United-States,0.047401846,High,Yes,0
UI_3465,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_7755,Separated,Auto,Comedy,Female,16,Daytime,United-States,0.027464672000000002,Low,Yes,0
UI_6202,Married-civ-spouse,ClassAction,Comedy,Female,15,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_6681,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672000000002,Low,No,0
UI_20205,Never-married,Auto,Comedy,Male,55,Morning,United-States,0.027464672000000002,Low,No,0
UI_13873,Never-married,Auto,Drama,Female,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_25316,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_16623,Married-civ-spouse,Pharma,Comedy,Male,24,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_12125,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_11963,Never-married,Auto,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_1955,Divorced,Auto,Comedy,Male,49,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_25566,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,Mexico,0.027464672000000002,High,Yes,0
UI_2061,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,International,0.027464672000000002,High,No,0
UI_4709,Never-married,Auto,Infomercial,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_23216,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,1
UI_1998,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_5266,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_21310,Separated,Entertainment,Infomercial,Female,20,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_6648,Married-civ-spouse,Pharma,Comedy,Male,80,Primetime,United-States,0.027464672000000002,High,No,1
UI_21933,Married-civ-spouse,Other,Comedy,Female,38,Primetime,United-States,0.027464672000000002,Low,No,0
UI_14929,Never-married,Auto,Comedy,Male,12,Morning,United-States,0.027464672000000002,High,Yes,0
UI_20019,Never-married,Auto,Comedy,Female,40,Morning,International,0.027464672000000002,Low,Yes,0
UI_21033,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_8002,Divorced,Auto,Comedy,Male,80,Primetime,United-States,0.027464672000000002,High,No,1
UI_3584,Married-civ-spouse,Pharma,Comedy,Male,65,Primetime,United-States,0.027464672000000002,High,Yes,1
UI_23417,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
UI_11954,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_8152,Never-married,Political,Infomercial,Female,45,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_25096,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_11995,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_11169,Never-married,Entertainment,Comedy,Male,40,Primetime,Nicaragua,0.027464672000000002,Low,Yes,0
UI_490,Widowed,Entertainment,Comedy,Female,30,Daytime,United-States,0.027464672000000002,Medium,No,0
UI_4493,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_15054,Divorced,Auto,Comedy,Female,60,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_2385,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_1275,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_18433,Widowed,Entertainment,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_3641,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Medium,No,0
UI_6723,Never-married,ClassAction,Infomercial,Male,30,Morning,United-States,0.027464672000000002,High,Yes,0
UI_2739,Married-civ-spouse,ClassAction,Comedy,Male,40,Primetime,United-States,0.055522597,Low,No,0
UI_10779,Never-married,Political,Comedy,Female,10,Morning,United-States,0.03324159,High,No,0
UI_19873,Widowed,Auto,Comedy,Female,41,Daytime,United-States,0.027464672000000002,Low,Yes,0
UI_20813,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672000000002,Low,No,1
UI_12511,Divorced,Entertainment,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_7682,Married-spouse-absent,Political,Comedy,Female,20,Morning,United-States,0.027464672000000002,Low,No,0
UI_2417,Married-spouse-absent,Entertainment,Infomercial,Female,40,Morning,United-States,0.027464672000000002,High,No,0
UI_7576,Widowed,Auto,Drama,Female,50,Daytime,United-States,0.090816257,High,Yes,0
UI_7418,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,1
UI_21976,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,No,1
UI_25870,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,Japan,0.076218356,Medium,No,0
UI_10253,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_23402,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_19547,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,1
UI_4383,Divorced,Auto,Comedy,Female,10,Primetime,United-States,0.027464672000000002,High,Yes,0
UI_17688,Never-married,Auto,Comedy,Female,45,Morning,United-States,0.027464672000000002,Low,No,1
UI_7493,Widowed,Auto,Comedy,Female,20,Daytime,United-States,0.027464672000000002,Medium,No,0
UI_13361,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_11668,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_11282,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_5854,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_15418,Never-married,Political,Comedy,Male,15,Morning,United-States,0.027464672000000002,Low,No,0
UI_22279,Never-married,Auto,Comedy,Male,45,Morning,United-States,0.027464672000000002,Medium,No,0
UI_2712,Widowed,Auto,Comedy,Female,20,Daytime,United-States,0.027464672000000002,High,Yes,0
UI_5678,Never-married,Auto,Comedy,Male,50,Morning,United-States,0.07268801700000001,Low,No,0
UI_9629,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
UI_3460,Married-civ-spouse,Pharma,Comedy,Male,72,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_24718,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,1
UI_19080,Never-married,Entertainment,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_7826,Married-civ-spouse,Pharma,Comedy,Male,60,Morning,Iran,0.027464672000000002,Low,Yes,0
UI_12993,Married-civ-spouse,Pharma,Comedy,Male,30,Daytime,United-States,0.027464672000000002,Low,Yes,1
UI_24272,Divorced,Entertainment,Comedy,Female,36,Primetime,United-States,0.027464672000000002,Low,No,0
UI_2760,Never-married,Auto,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_15400,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_17350,Separated,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_12893,Married-civ-spouse,Pharma,Infomercial,Male,36,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_15578,Never-married,Political,Comedy,Female,15,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_10119,Married-civ-spouse,Pharma,Comedy,Male,38,Primetime,United-States,0.027464672000000002,Low,No,1
UI_15003,Married-civ-spouse,Pharma,Comedy,Male,30,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_12869,Married-civ-spouse,Pharma,Comedy,Male,10,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_20645,Married-civ-spouse,Pharma,Drama,Male,42,Morning,Hong,0.027464672000000002,Low,Yes,1
UI_8216,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_2840,Divorced,Entertainment,Infomercial,Female,58,Morning,Germany,0.027464672000000002,Low,Yes,0
UI_21775,Never-married,Auto,Comedy,Male,40,Morning,Mexico,0.027464672000000002,High,No,0
UI_20777,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Medium,No,0
UI_2570,Married-civ-spouse,Pharma,Comedy,Male,30,Daytime,United-States,0.027464672000000002,Low,No,0
UI_14683,Married-civ-spouse,Other,Comedy,Female,30,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_14175,Divorced,Entertainment,Comedy,Male,60,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_5751,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
UI_7458,Married-civ-spouse,Other,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_17117,Never-married,Political,Comedy,Female,35,Morning,United-States,0.027464672000000002,Low,No,0
UI_23330,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672000000002,High,Yes,1
UI_20662,Never-married,Entertainment,Comedy,Female,6,Primetime,Italy,0.027464672000000002,Low,Yes,0
UI_10272,Never-married,Entertainment,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,No,0
UI_24398,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,1
UI_12607,Divorced,Auto,Comedy,Female,35,Primetime,United-States,0.027464672000000002,Low,No,0
UI_14834,Never-married,Political,Comedy,Female,10,Morning,United-States,0.027464672000000002,High,No,0
UI_579,Never-married,Auto,Comedy,Male,25,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_13958,Widowed,Entertainment,Direct,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_19754,Separated,Entertainment,Infomercial,Female,45,Primetime,United-States,0.027464672000000002,Low,Yes,0
UI_24668,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
UI_681,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Medium,No,0
UI_7986,Divorced,Entertainment,Comedy,Female,50,Primetime,Portugal,0.080517005,Low,No,0
UI_17800,Never-married,Entertainment,Comedy,Male,40,Primetime,Cuba,0.027464672000000002,High,No,0
